detector	lam_band0	lam_band1	lam_band2	lam_band3	lam_band4	lam_band5	lam_band6	lam_band7	lam_band8	lam_band9	lam_band10	lam_band11	lam_band12	lam_band13	lam_band14
821	413.5212083	443.3867265	490.7064127	510.6424443	560.5134932	620.4171176	665.3865936	681.6345260	709.1412123	754.1814278	762.3178277	779.2185498	865.6829712	885.7519562	900.8079480
822	413.5197890	443.3853071	490.7049934	510.6410249	560.5120738	620.4156982	665.3851742	681.6331066	709.1397930	754.1800084	762.3164083	779.2171304	865.6815518	885.7505368	900.8065286
823	413.5183696	443.3838877	490.7035740	510.6396055	560.5106544	620.4142788	665.3837548	681.6316872	709.1383736	754.1785890	762.3149889	779.2157110	865.6801324	885.7491174	900.8051092
824	413.5169502	443.3824683	490.7021546	510.6381861	560.5092350	620.4128594	665.3823354	681.6302678	709.1369542	754.1771696	762.3135695	779.2142916	865.6787130	885.7476980	900.8036898
825	413.5155308	443.3810489	490.7007352	510.6367668	560.5078156	620.4114400	665.3809160	681.6288484	709.1355348	754.1757502	762.3121501	779.2128722	865.6772937	885.7462786	900.8022704
826	413.5141114	443.3796296	490.6993158	510.6353474	560.5063962	620.4100206	665.3794966	681.6274290	709.1341154	754.1743308	762.3107307	779.2114528	865.6758743	885.7448593	900.8008510
827	413.5126920	443.3782102	490.6978964	510.6339280	560.5049768	620.4086012	665.3780772	681.6260097	709.1326960	754.1729114	762.3093113	779.2100334	865.6744549	885.7434399	900.7994316
828	413.5112726	443.3767908	490.6964770	510.6325086	560.5035574	620.4071818	665.3766579	681.6245903	709.1312766	754.1714920	762.3078919	779.2086140	865.6730355	885.7420205	900.7980122
829	413.5098532	443.3753714	490.6950576	510.6310892	560.5021380	620.4057625	665.3752385	681.6231709	709.1298572	754.1700727	762.3064726	779.2071946	865.6716161	885.7406011	900.7965929
830	413.5084338	443.3739520	490.6936382	510.6296698	560.5007187	620.4043431	665.3738191	681.6217515	709.1284378	754.1686533	762.3050532	779.2057752	865.6701967	885.7391817	900.7951735
831	413.5070144	443.3725326	490.6922188	510.6282504	560.4992993	620.4029237	665.3723997	681.6203321	709.1270184	754.1672339	762.3036338	779.2043559	865.6687773	885.7377623	900.7937541
832	413.5055951	443.3711132	490.6907995	510.6268310	560.4978799	620.4015043	665.3709803	681.6189127	709.1255991	754.1658145	762.3022144	779.2029365	865.6673579	885.7363429	900.7923347
833	413.5041757	443.3696938	490.6893801	510.6254116	560.4964605	620.4000849	665.3695609	681.6174933	709.1241797	754.1643951	762.3007950	779.2015171	865.6659385	885.7349235	900.7909153
834	413.5027563	443.3682744	490.6879607	510.6239922	560.4950411	620.3986655	665.3681415	681.6160739	709.1227603	754.1629757	762.2993756	779.2000977	865.6645191	885.7335041	900.7894959
835	413.5013369	443.3668550	490.6865413	510.6225729	560.4936217	620.3972461	665.3667221	681.6146545	709.1213409	754.1615563	762.2979562	779.1986783	865.6630998	885.7320847	900.7880765
836	413.4999175	443.3654357	490.6851219	510.6211535	560.4922023	620.3958267	665.3653027	681.6132351	709.1199215	754.1601369	762.2965368	779.1972589	865.6616804	885.7306654	900.7866571
837	413.4984981	443.3640163	490.6837025	510.6197341	560.4907829	620.3944073	665.3638833	681.6118158	709.1185021	754.1587175	762.2951174	779.1958395	865.6602610	885.7292460	900.7852377
838	413.4970787	443.3625969	490.6822831	510.6183147	560.4893635	620.3929879	665.3624640	681.6103964	709.1170827	754.1572981	762.2936980	779.1944201	865.6588416	885.7278266	900.7838183
839	413.4956593	443.3611775	490.6808637	510.6168953	560.4879441	620.3915686	665.3610446	681.6089770	709.1156633	754.1558788	762.2922787	779.1930007	865.6574222	885.7264072	900.7823990
840	413.4942399	443.3597581	490.6794443	510.6154759	560.4865248	620.3901492	665.3596252	681.6075576	709.1142439	754.1544594	762.2908593	779.1915813	865.6560028	885.7249878	900.7809796
841	413.4928205	443.3583387	490.6780249	510.6140565	560.4851054	620.3887298	665.3582058	681.6061382	709.1128245	754.1530400	762.2894399	779.1901620	865.6545834	885.7235684	900.7795602
842	413.4914012	443.3569193	490.6766056	510.6126371	560.4836860	620.3873104	665.3567864	681.6047188	709.1114052	754.1516206	762.2880205	779.1887426	865.6531640	885.7221490	900.7781408
843	413.4899818	443.3554999	490.6751862	510.6112177	560.4822666	620.3858910	665.3553670	681.6032994	709.1099858	754.1502012	762.2866011	779.1873232	865.6517446	885.7207296	900.7767214
844	413.4885624	443.3540805	490.6737668	510.6097983	560.4808472	620.3844716	665.3539476	681.6018800	709.1085664	754.1487818	762.2851817	779.1859038	865.6503252	885.7193102	900.7753020
845	413.4871430	443.3526611	490.6723474	510.6083790	560.4794278	620.3830522	665.3525282	681.6004606	709.1071470	754.1473624	762.2837623	779.1844844	865.6489059	885.7178908	900.7738826
846	413.4857236	443.3512418	490.6709280	510.6069596	560.4780084	620.3816328	665.3511088	681.5990412	709.1057276	754.1459430	762.2823429	779.1830650	865.6474865	885.7164715	900.7724632
847	413.4843042	443.3498224	490.6695086	510.6055402	560.4765890	620.3802134	665.3496894	681.5976219	709.1043082	754.1445236	762.2809235	779.1816456	865.6460671	885.7150521	900.7710438
848	413.4828848	443.3484030	490.6680892	510.6041208	560.4751696	620.3787940	665.3482701	681.5962025	709.1028888	754.1431042	762.2795041	779.1802262	865.6446477	885.7136327	900.7696244
849	413.4814654	443.3469836	490.6666698	510.6027014	560.4737502	620.3773747	665.3468507	681.5947831	709.1014694	754.1416849	762.2780848	779.1788068	865.6432283	885.7122133	900.7682051
850	413.4800460	443.3455642	490.6652504	510.6012820	560.4723309	620.3759553	665.3454313	681.5933637	709.1000500	754.1402655	762.2766654	779.1773874	865.6418089	885.7107939	900.7667857
851	413.4786266	443.3441448	490.6638310	510.5998626	560.4709115	620.3745359	665.3440119	681.5919443	709.0986306	754.1388461	762.2752460	779.1759681	865.6403895	885.7093745	900.7653663
852	413.4772073	443.3427254	490.6624117	510.5984432	560.4694921	620.3731165	665.3425925	681.5905249	709.0972113	754.1374267	762.2738266	779.1745487	865.6389701	885.7079551	900.7639469
853	413.4757879	443.3413060	490.6609923	510.5970238	560.4680727	620.3716971	665.3411731	681.5891055	709.0957919	754.1360073	762.2724072	779.1731293	865.6375507	885.7065357	900.7625275
854	413.4743685	443.3398866	490.6595729	510.5956044	560.4666533	620.3702777	665.3397537	681.5876861	709.0943725	754.1345879	762.2709878	779.1717099	865.6361313	885.7051163	900.7611081
855	413.4729491	443.3384672	490.6581535	510.5941851	560.4652339	620.3688583	665.3383343	681.5862667	709.0929531	754.1331685	762.2695684	779.1702905	865.6347120	885.7036969	900.7596887
856	413.4715297	443.3370479	490.6567341	510.5927657	560.4638145	620.3674389	665.3369149	681.5848473	709.0915337	754.1317491	762.2681490	779.1688711	865.6332926	885.7022776	900.7582693
857	413.4701103	443.3356285	490.6553147	510.5913463	560.4623951	620.3660195	665.3354955	681.5834280	709.0901143	754.1303297	762.2667296	779.1674517	865.6318732	885.7008582	900.7568499
858	413.4686909	443.3342091	490.6538953	510.5899269	560.4609757	620.3646001	665.3340762	681.5820086	709.0886949	754.1289103	762.2653102	779.1660323	865.6304538	885.6994388	900.7554305
859	413.4672715	443.3327897	490.6524759	510.5885075	560.4595563	620.3631808	665.3326568	681.5805892	709.0872755	754.1274910	762.2638909	779.1646129	865.6290344	885.6980194	900.7540112
860	413.4658521	443.3313703	490.6510565	510.5870881	560.4581370	620.3617614	665.3312374	681.5791698	709.0858561	754.1260716	762.2624715	779.1631935	865.6276150	885.6966000	900.7525918
861	413.4644327	443.3299509	490.6496371	510.5856687	560.4567176	620.3603420	665.3298180	681.5777504	709.0844367	754.1246522	762.2610521	779.1617742	865.6261956	885.6951806	900.7511724
862	413.4630134	443.3285315	490.6482178	510.5842493	560.4552982	620.3589226	665.3283986	681.5763310	709.0830174	754.1232328	762.2596327	779.1603548	865.6247762	885.6937612	900.7497530
863	413.4615940	443.3271121	490.6467984	510.5828299	560.4538788	620.3575032	665.3269792	681.5749116	709.0815980	754.1218134	762.2582133	779.1589354	865.6233568	885.6923418	900.7483336
864	413.4601746	443.3256927	490.6453790	510.5814105	560.4524594	620.3560838	665.3255598	681.5734922	709.0801786	754.1203940	762.2567939	779.1575160	865.6219374	885.6909224	900.7469142
865	413.4587552	443.3242733	490.6439596	510.5799912	560.4510400	620.3546644	665.3241404	681.5720728	709.0787592	754.1189746	762.2553745	779.1560966	865.6205181	885.6895030	900.7454948
866	413.4573358	443.3228540	490.6425402	510.5785718	560.4496206	620.3532450	665.3227210	681.5706534	709.0773398	754.1175552	762.2539551	779.1546772	865.6190987	885.6880837	900.7440754
867	413.4559164	443.3214346	490.6411208	510.5771524	560.4482012	620.3518256	665.3213016	681.5692341	709.0759204	754.1161358	762.2525357	779.1532578	865.6176793	885.6866643	900.7426560
868	413.4544970	443.3200152	490.6397014	510.5757330	560.4467818	620.3504062	665.3198823	681.5678147	709.0745010	754.1147164	762.2511163	779.1518384	865.6162599	885.6852449	900.7412366
869	413.4530776	443.3185958	490.6382820	510.5743136	560.4453624	620.3489869	665.3184629	681.5663953	709.0730816	754.1132971	762.2496970	779.1504190	865.6148405	885.6838255	900.7398173
870	413.4516582	443.3171764	490.6368626	510.5728942	560.4439431	620.3475675	665.3170435	681.5649759	709.0716622	754.1118777	762.2482776	779.1489996	865.6134211	885.6824061	900.7383979
871	413.4502388	443.3157570	490.6354432	510.5714748	560.4425237	620.3461481	665.3156241	681.5635565	709.0702428	754.1104583	762.2468582	779.1475803	865.6120017	885.6809867	900.7369785
872	413.4488195	443.3143376	490.6340239	510.5700554	560.4411043	620.3447287	665.3142047	681.5621371	709.0688235	754.1090389	762.2454388	779.1461609	865.6105823	885.6795673	900.7355591
873	413.4474001	443.3129182	490.6326045	510.5686360	560.4396849	620.3433093	665.3127853	681.5607177	709.0674041	754.1076195	762.2440194	779.1447415	865.6091629	885.6781479	900.7341397
874	413.4459807	443.3114988	490.6311851	510.5672166	560.4382655	620.3418899	665.3113659	681.5592983	709.0659847	754.1062001	762.2426000	779.1433221	865.6077435	885.6767285	900.7327203
875	413.4445613	443.3100794	490.6297657	510.5657973	560.4368461	620.3404705	665.3099465	681.5578789	709.0645653	754.1047807	762.2411806	779.1419027	865.6063242	885.6753091	900.7313009
876	413.4431419	443.3086601	490.6283463	510.5643779	560.4354267	620.3390511	665.3085271	681.5564595	709.0631459	754.1033613	762.2397612	779.1404833	865.6049048	885.6738898	900.7298815
877	413.4417225	443.3072407	490.6269269	510.5629585	560.4340073	620.3376317	665.3071077	681.5550402	709.0617265	754.1019419	762.2383418	779.1390639	865.6034854	885.6724704	900.7284621
878	413.4403031	443.3058213	490.6255075	510.5615391	560.4325879	620.3362123	665.3056884	681.5536208	709.0603071	754.1005225	762.2369224	779.1376445	865.6020660	885.6710510	900.7270427
879	413.4388837	443.3044019	490.6240881	510.5601197	560.4311685	620.3347930	665.3042690	681.5522014	709.0588877	754.0991032	762.2355031	779.1362251	865.6006466	885.6696316	900.7256234
880	413.4374643	443.3029825	490.6226687	510.5587003	560.4297492	620.3333736	665.3028496	681.5507820	709.0574683	754.0976838	762.2340837	779.1348057	865.5992272	885.6682122	900.7242040
881	413.4360449	443.3015631	490.6212493	510.5572809	560.4283298	620.3319542	665.3014302	681.5493626	709.0560489	754.0962644	762.2326643	779.1333864	865.5978078	885.6667928	900.7227846
882	413.4346256	443.3001437	490.6198300	510.5558615	560.4269104	620.3305348	665.3000108	681.5479432	709.0546296	754.0948450	762.2312449	779.1319670	865.5963884	885.6653734	900.7213652
883	413.4332062	443.2987243	490.6184106	510.5544421	560.4254910	620.3291154	665.2985914	681.5465238	709.0532102	754.0934256	762.2298255	779.1305476	865.5949690	885.6639540	900.7199458
884	413.4317868	443.2973049	490.6169912	510.5530227	560.4240716	620.3276960	665.2971720	681.5451044	709.0517908	754.0920062	762.2284061	779.1291282	865.5935496	885.6625346	900.7185264
885	413.4303674	443.2958855	490.6155718	510.5516034	560.4226522	620.3262766	665.2957526	681.5436850	709.0503714	754.0905868	762.2269867	779.1277088	865.5921303	885.6611152	900.7171070
886	413.4289480	443.2944662	490.6141524	510.5501840	560.4212328	620.3248572	665.2943332	681.5422656	709.0489520	754.0891674	762.2255673	779.1262894	865.5907109	885.6596959	900.7156876
887	413.4275286	443.2930468	490.6127330	510.5487646	560.4198134	620.3234378	665.2929138	681.5408463	709.0475326	754.0877480	762.2241479	779.1248700	865.5892915	885.6582765	900.7142682
888	413.4261092	443.2916274	490.6113136	510.5473452	560.4183940	620.3220184	665.2914945	681.5394269	709.0461132	754.0863286	762.2227285	779.1234506	865.5878721	885.6568571	900.7128488
889	413.4246898	443.2902080	490.6098942	510.5459258	560.4169746	620.3205991	665.2900751	681.5380075	709.0446938	754.0849093	762.2213092	779.1220312	865.5864527	885.6554377	900.7114295
890	413.4232704	443.2887886	490.6084748	510.5445064	560.4155553	620.3191797	665.2886557	681.5365881	709.0432744	754.0834899	762.2198898	779.1206118	865.5850333	885.6540183	900.7100101
891	413.4218510	443.2873692	490.6070554	510.5430870	560.4141359	620.3177603	665.2872363	681.5351687	709.0418550	754.0820705	762.2184704	779.1191925	865.5836139	885.6525989	900.7085907
892	413.4204317	443.2859498	490.6056361	510.5416676	560.4127165	620.3163409	665.2858169	681.5337493	709.0404357	754.0806511	762.2170510	779.1177731	865.5821945	885.6511795	900.7071713
893	413.4190123	443.2845304	490.6042167	510.5402482	560.4112971	620.3149215	665.2843975	681.5323299	709.0390163	754.0792317	762.2156316	779.1163537	865.5807751	885.6497601	900.7057519
894	413.4175929	443.2831110	490.6027973	510.5388288	560.4098777	620.3135021	665.2829781	681.5309105	709.0375969	754.0778123	762.2142122	779.1149343	865.5793557	885.6483407	900.7043325
895	413.4161735	443.2816916	490.6013779	510.5374095	560.4084583	620.3120827	665.2815587	681.5294911	709.0361775	754.0763929	762.2127928	779.1135149	865.5779364	885.6469213	900.7029131
896	413.4147541	443.2802723	490.5999585	510.5359901	560.4070389	620.3106633	665.2801393	681.5280717	709.0347581	754.0749735	762.2113734	779.1120955	865.5765170	885.6455020	900.7014937
897	413.4133347	443.2788529	490.5985391	510.5345707	560.4056195	620.3092439	665.2787199	681.5266524	709.0333387	754.0735541	762.2099540	779.1106761	865.5750976	885.6440826	900.7000743
898	413.4119153	443.2774335	490.5971197	510.5331513	560.4042001	620.3078245	665.2773006	681.5252330	709.0319193	754.0721347	762.2085346	779.1092567	865.5736782	885.6426632	900.6986549
899	413.4104959	443.2760141	490.5957003	510.5317319	560.4027807	620.3064052	665.2758812	681.5238136	709.0304999	754.0707154	762.2071153	779.1078373	865.5722588	885.6412438	900.6972356
900	413.4090765	443.2745947	490.5942809	510.5303125	560.4013614	620.3049858	665.2744618	681.5223942	709.0290805	754.0692960	762.2056959	779.1064179	865.5708394	885.6398244	900.6958162
901	413.4076571	443.2731753	490.5928615	510.5288931	560.3999420	620.3035664	665.2730424	681.5209748	709.0276611	754.0678766	762.2042765	779.1049986	865.5694200	885.6384050	900.6943968
902	413.4062378	443.2717559	490.5914422	510.5274737	560.3985226	620.3021470	665.2716230	681.5195554	709.0262418	754.0664572	762.2028571	779.1035792	865.5680006	885.6369856	900.6929774
903	413.4048184	443.2703365	490.5900228	510.5260543	560.3971032	620.3007276	665.2702036	681.5181360	709.0248224	754.0650378	762.2014377	779.1021598	865.5665812	885.6355662	900.6915580
904	413.4033990	443.2689171	490.5886034	510.5246349	560.3956838	620.2993082	665.2687842	681.5167166	709.0234030	754.0636184	762.2000183	779.1007404	865.5651618	885.6341468	900.6901386
905	413.4019796	443.2674977	490.5871840	510.5232156	560.3942644	620.2978888	665.2673648	681.5152972	709.0219836	754.0621990	762.1985989	779.0993210	865.5637425	885.6327274	900.6887192
906	413.4005602	443.2660784	490.5857646	510.5217962	560.3928450	620.2964694	665.2659454	681.5138778	709.0205642	754.0607796	762.1971795	779.0979016	865.5623231	885.6313081	900.6872998
907	413.3991408	443.2646590	490.5843452	510.5203768	560.3914256	620.2950500	665.2645260	681.5124585	709.0191448	754.0593602	762.1957601	779.0964822	865.5609037	885.6298887	900.6858804
908	413.3977214	443.2632396	490.5829258	510.5189574	560.3900062	620.2936306	665.2631067	681.5110391	709.0177254	754.0579408	762.1943407	779.0950628	865.5594843	885.6284693	900.6844610
909	413.3963020	443.2618202	490.5815064	510.5175380	560.3885868	620.2922113	665.2616873	681.5096197	709.0163060	754.0565215	762.1929214	779.0936434	865.5580649	885.6270499	900.6830417
910	413.3948826	443.2604008	490.5800870	510.5161186	560.3871675	620.2907919	665.2602679	681.5082003	709.0148866	754.0551021	762.1915020	779.0922240	865.5566455	885.6256305	900.6816223
911	413.3934632	443.2589814	490.5786676	510.5146992	560.3857481	620.2893725	665.2588485	681.5067809	709.0134672	754.0536827	762.1900826	779.0908047	865.5552261	885.6242111	900.6802029
912	413.3920439	443.2575620	490.5772483	510.5132798	560.3843287	620.2879531	665.2574291	681.5053615	709.0120479	754.0522633	762.1886632	779.0893853	865.5538067	885.6227917	900.6787835
913	413.3906245	443.2561426	490.5758289	510.5118604	560.3829093	620.2865337	665.2560097	681.5039421	709.0106285	754.0508439	762.1872438	779.0879659	865.5523873	885.6213723	900.6773641
914	413.3892051	443.2547232	490.5744095	510.5104410	560.3814899	620.2851143	665.2545903	681.5025227	709.0092091	754.0494245	762.1858244	779.0865465	865.5509679	885.6199529	900.6759447
915	413.3877857	443.2533038	490.5729901	510.5090217	560.3800705	620.2836949	665.2531709	681.5011033	709.0077897	754.0480051	762.1844050	779.0851271	865.5495486	885.6185335	900.6745253
916	413.3863663	443.2518845	490.5715707	510.5076023	560.3786511	620.2822755	665.2517515	681.4996839	709.0063703	754.0465857	762.1829856	779.0837077	865.5481292	885.6171142	900.6731059
917	413.3849469	443.2504651	490.5701513	510.5061829	560.3772317	620.2808561	665.2503321	681.4982646	709.0049509	754.0451663	762.1815662	779.0822883	865.5467098	885.6156948	900.6716865
918	413.3835275	443.2490457	490.5687319	510.5047635	560.3758123	620.2794367	665.2489128	681.4968452	709.0035315	754.0437469	762.1801468	779.0808689	865.5452904	885.6142754	900.6702671
919	413.3821081	443.2476263	490.5673125	510.5033441	560.3743929	620.2780174	665.2474934	681.4954258	709.0021121	754.0423276	762.1787275	779.0794495	865.5438710	885.6128560	900.6688478
920	413.3806887	443.2462069	490.5658931	510.5019247	560.3729736	620.2765980	665.2460740	681.4940064	709.0006927	754.0409082	762.1773081	779.0780301	865.5424516	885.6114366	900.6674284
921	413.3792693	443.2447875	490.5644737	510.5005053	560.3715542	620.2751786	665.2446546	681.4925870	708.9992733	754.0394888	762.1758887	779.0766108	865.5410322	885.6100172	900.6660090
922	413.3778500	443.2433681	490.5630544	510.4990859	560.3701348	620.2737592	665.2432352	681.4911676	708.9978540	754.0380694	762.1744693	779.0751914	865.5396128	885.6085978	900.6645896
923	413.3764306	443.2419487	490.5616350	510.4976665	560.3687154	620.2723398	665.2418158	681.4897482	708.9964346	754.0366500	762.1730499	779.0737720	865.5381934	885.6071784	900.6631702
924	413.3750112	443.2405293	490.5602156	510.4962471	560.3672960	620.2709204	665.2403964	681.4883288	708.9950152	754.0352306	762.1716305	779.0723526	865.5367740	885.6057590	900.6617508
925	413.3735918	443.2391099	490.5587962	510.4948278	560.3658766	620.2695010	665.2389770	681.4869094	708.9935958	754.0338112	762.1702111	779.0709332	865.5353547	885.6043396	900.6603314
926	413.3721724	443.2376906	490.5573768	510.4934084	560.3644572	620.2680816	665.2375576	681.4854900	708.9921764	754.0323918	762.1687917	779.0695138	865.5339353	885.6029203	900.6589120
927	413.3707530	443.2362712	490.5559574	510.4919890	560.3630378	620.2666622	665.2361382	681.4840707	708.9907570	754.0309724	762.1673723	779.0680944	865.5325159	885.6015009	900.6574926
928	413.3693336	443.2348518	490.5545380	510.4905696	560.3616184	620.2652428	665.2347189	681.4826513	708.9893376	754.0295530	762.1659529	779.0666750	865.5310965	885.6000815	900.6560732
929	413.3679142	443.2334324	490.5531186	510.4891502	560.3601990	620.2638235	665.2332995	681.4812319	708.9879182	754.0281337	762.1645336	779.0652556	865.5296771	885.5986621	900.6546539
930	413.3664948	443.2320130	490.5516992	510.4877308	560.3587797	620.2624041	665.2318801	681.4798125	708.9864988	754.0267143	762.1631142	779.0638362	865.5282577	885.5972427	900.6532345
931	413.3650754	443.2305936	490.5502798	510.4863114	560.3573603	620.2609847	665.2304607	681.4783931	708.9850794	754.0252949	762.1616948	779.0624169	865.5268383	885.5958233	900.6518151
932	413.3636561	443.2291742	490.5488605	510.4848920	560.3559409	620.2595653	665.2290413	681.4769737	708.9836601	754.0238755	762.1602754	779.0609975	865.5254189	885.5944039	900.6503957
933	413.3622367	443.2277548	490.5474411	510.4834726	560.3545215	620.2581459	665.2276219	681.4755543	708.9822407	754.0224561	762.1588560	779.0595781	865.5239995	885.5929845	900.6489763
934	413.3608173	443.2263354	490.5460217	510.4820532	560.3531021	620.2567265	665.2262025	681.4741349	708.9808213	754.0210367	762.1574366	779.0581587	865.5225801	885.5915651	900.6475569
935	413.3593979	443.2249160	490.5446023	510.4806339	560.3516827	620.2553071	665.2247831	681.4727155	708.9794019	754.0196173	762.1560172	779.0567393	865.5211608	885.5901457	900.6461375
936	413.3579785	443.2234967	490.5431829	510.4792145	560.3502633	620.2538877	665.2233637	681.4712961	708.9779825	754.0181979	762.1545978	779.0553199	865.5197414	885.5887264	900.6447181
937	413.3565591	443.2220773	490.5417635	510.4777951	560.3488439	620.2524683	665.2219443	681.4698768	708.9765631	754.0167785	762.1531784	779.0539005	865.5183220	885.5873070	900.6432987
938	413.3551397	443.2206579	490.5403441	510.4763757	560.3474245	620.2510489	665.2205250	681.4684574	708.9751437	754.0153591	762.1517590	779.0524811	865.5169026	885.5858876	900.6418793
939	413.3537203	443.2192385	490.5389247	510.4749563	560.3460051	620.2496296	665.2191056	681.4670380	708.9737243	754.0139398	762.1503397	779.0510617	865.5154832	885.5844682	900.6404600
940	413.3523009	443.2178191	490.5375053	510.4735369	560.3445858	620.2482102	665.2176862	681.4656186	708.9723049	754.0125204	762.1489203	779.0496423	865.5140638	885.5830488	900.6390406
941	413.3508815	443.2163997	490.5360859	510.4721175	560.3431664	620.2467908	665.2162668	681.4641992	708.9708855	754.0111010	762.1475009	779.0482230	865.5126444	885.5816294	900.6376212
942	413.3494622	443.2149803	490.5346666	510.4706981	560.3417470	620.2453714	665.2148474	681.4627798	708.9694662	754.0096816	762.1460815	779.0468036	865.5112250	885.5802100	900.6362018
943	413.3480428	443.2135609	490.5332472	510.4692787	560.3403276	620.2439520	665.2134280	681.4613604	708.9680468	754.0082622	762.1446621	779.0453842	865.5098056	885.5787906	900.6347824
944	413.3466234	443.2121415	490.5318278	510.4678593	560.3389082	620.2425326	665.2120086	681.4599410	708.9666274	754.0068428	762.1432427	779.0439648	865.5083862	885.5773712	900.6333630
945	413.3452040	443.2107221	490.5304084	510.4664400	560.3374888	620.2411132	665.2105892	681.4585216	708.9652080	754.0054234	762.1418233	779.0425454	865.5069669	885.5759518	900.6319436
946	413.3437846	443.2093028	490.5289890	510.4650206	560.3360694	620.2396938	665.2091698	681.4571022	708.9637886	754.0040040	762.1404039	779.0411260	865.5055475	885.5745325	900.6305242
947	413.3423652	443.2078834	490.5275696	510.4636012	560.3346500	620.2382744	665.2077504	681.4556829	708.9623692	754.0025846	762.1389845	779.0397066	865.5041281	885.5731131	900.6291048
948	413.3409458	443.2064640	490.5261502	510.4621818	560.3332306	620.2368550	665.2063311	681.4542635	708.9609498	754.0011652	762.1375651	779.0382872	865.5027087	885.5716937	900.6276854
949	413.3395264	443.2050446	490.5247308	510.4607624	560.3318112	620.2354357	665.2049117	681.4528441	708.9595304	753.9997459	762.1361458	779.0368678	865.5012893	885.5702743	900.6262661
950	413.3381070	443.2036252	490.5233114	510.4593430	560.3303919	620.2340163	665.2034923	681.4514247	708.9581110	753.9983265	762.1347264	779.0354484	865.4998699	885.5688549	900.6248467
951	413.3366876	443.2022058	490.5218920	510.4579236	560.3289725	620.2325969	665.2020729	681.4500053	708.9566916	753.9969071	762.1333070	779.0340291	865.4984505	885.5674355	900.6234273
952	413.3352683	443.2007864	490.5204727	510.4565042	560.3275531	620.2311775	665.2006535	681.4485859	708.9552723	753.9954877	762.1318876	779.0326097	865.4970311	885.5660161	900.6220079
953	413.3338489	443.1993670	490.5190533	510.4550848	560.3261337	620.2297581	665.1992341	681.4471665	708.9538529	753.9940683	762.1304682	779.0311903	865.4956117	885.5645967	900.6205885
954	413.3324295	443.1979476	490.5176339	510.4536654	560.3247143	620.2283387	665.1978147	681.4457471	708.9524335	753.9926489	762.1290488	779.0297709	865.4941923	885.5631773	900.6191691
955	413.3310101	443.1965282	490.5162145	510.4522461	560.3232949	620.2269193	665.1963953	681.4443277	708.9510141	753.9912295	762.1276294	779.0283515	865.4927730	885.5617579	900.6177497
956	413.3295907	443.1951089	490.5147951	510.4508267	560.3218755	620.2254999	665.1949759	681.4429083	708.9495947	753.9898101	762.1262100	779.0269321	865.4913536	885.5603386	900.6163303
957	413.3281713	443.1936895	490.5133757	510.4494073	560.3204561	620.2240805	665.1935565	681.4414890	708.9481753	753.9883907	762.1247906	779.0255127	865.4899342	885.5589192	900.6149109
958	413.3267519	443.1922701	490.5119563	510.4479879	560.3190367	620.2226611	665.1921372	681.4400696	708.9467559	753.9869713	762.1233712	779.0240933	865.4885148	885.5574998	900.6134915
959	413.3253325	443.1908507	490.5105369	510.4465685	560.3176173	620.2212418	665.1907178	681.4386502	708.9453365	753.9855520	762.1219519	779.0226739	865.4870954	885.5560804	900.6120722
960	413.3239131	443.1894313	490.5091175	510.4451491	560.3161980	620.2198224	665.1892984	681.4372308	708.9439171	753.9841326	762.1205325	779.0212545	865.4856760	885.5546610	900.6106528
961	413.3224937	443.1880119	490.5076981	510.4437297	560.3147786	620.2184030	665.1878790	681.4358114	708.9424977	753.9827132	762.1191131	779.0198352	865.4842566	885.5532416	900.6092334
962	413.3210744	443.1865925	490.5062788	510.4423103	560.3133592	620.2169836	665.1864596	681.4343920	708.9410784	753.9812938	762.1176937	779.0184158	865.4828372	885.5518222	900.6078140
963	413.3196550	443.1851731	490.5048594	510.4408909	560.3119398	620.2155642	665.1850402	681.4329726	708.9396590	753.9798744	762.1162743	779.0169964	865.4814178	885.5504028	900.6063946
964	413.3182356	443.1837537	490.5034400	510.4394715	560.3105204	620.2141448	665.1836208	681.4315532	708.9382396	753.9784550	762.1148549	779.0155770	865.4799984	885.5489834	900.6049752
965	413.3168162	443.1823343	490.5020206	510.4380522	560.3091010	620.2127254	665.1822014	681.4301338	708.9368202	753.9770356	762.1134355	779.0141576	865.4785791	885.5475640	900.6035558
966	413.3153968	443.1809150	490.5006012	510.4366328	560.3076816	620.2113060	665.1807820	681.4287144	708.9354008	753.9756162	762.1120161	779.0127382	865.4771597	885.5461447	900.6021364
967	413.3139774	443.1794956	490.4991818	510.4352134	560.3062622	620.2098866	665.1793626	681.4272951	708.9339814	753.9741968	762.1105967	779.0113188	865.4757403	885.5447253	900.6007170
968	413.3125580	443.1780762	490.4977624	510.4337940	560.3048428	620.2084672	665.1779433	681.4258757	708.9325620	753.9727774	762.1091773	779.0098994	865.4743209	885.5433059	900.5992976
969	413.3111386	443.1766568	490.4963430	510.4323746	560.3034234	620.2070479	665.1765239	681.4244563	708.9311426	753.9713581	762.1077580	779.0084800	865.4729015	885.5418865	900.5978783
970	413.3097192	443.1752374	490.4949236	510.4309552	560.3020041	620.2056285	665.1751045	681.4230369	708.9297232	753.9699387	762.1063386	779.0070606	865.4714821	885.5404671	900.5964589
971	413.3082998	443.1738180	490.4935042	510.4295358	560.3005847	620.2042091	665.1736851	681.4216175	708.9283038	753.9685193	762.1049192	779.0056413	865.4700627	885.5390477	900.5950395
