detector	E0_band0	E0_band1	E0_band2	E0_band3	E0_band4	E0_band5	E0_band6	E0_band7	E0_band8	E0_band9	E0_band10	E0_band11	E0_band12	E0_band13	E0_band14
503	1714.822504965400	1879.559753152510	1928.736624340110	1928.586159816790	1802.848392441350	1650.688657205140	1531.565695130010	1472.024832587650	1407.750560585440	1266.060950896840	1250.339792867280	1177.104323879560	958.435278885274	929.831539207902	895.424360947906
504	1714.798059092160	1879.449699672190	1928.702180527230	1928.638298715420	1802.888596764560	1650.701046644990	1531.571805198190	1472.046223882820	1407.777769784380	1266.059285074560	1250.349032206690	1177.125685481010	958.420280574470	929.835855509107	895.426117689990
505	1714.773512773630	1879.339910602020	1928.668062078120	1928.690302617290	1802.928787534850	1650.713423332550	1531.577871057550	1472.067610065510	1407.804962542920	1266.057628083540	1250.358320156980	1177.147047274610	958.405180309614	929.840220719706	895.427839136274
506	1714.748863380860	1879.230412922950	1928.634279651860	1928.742175610110	1802.968962599100	1650.725787546140	1531.583894108700	1472.088991103800	1407.832137528100	1266.055984282560	1250.367666126480	1177.168418582260	958.389977328237	929.844622855966	895.429528332119
507	1714.724110138710	1879.121177299020	1928.600826184190	1928.793917318600	1803.009123858120	1650.738140351590	1531.589875427720	1472.110366240460	1407.859298703150	1266.054350432020	1250.377060876810	1177.189789876850	958.374675724857	929.849075492817	895.431182300497
508	1714.699259513910	1879.012248463550	1928.567695586500	1928.845541314010	1803.049270484460	1650.750476496790	1531.595813948680	1472.131737440270	1407.886441382080	1266.052729550540	1250.386515697500	1177.211169797400	958.359274045156	929.853565253076	895.432803291089
509	1714.674309362610	1878.903567516350	1928.534893833380	1928.897023843300	1803.089405842050	1650.762798990120	1531.601710936290	1472.153101456380	1407.913570936870	1266.051120121170	1250.396015743220	1177.232551929900	958.343769859375	929.858099938347	895.434391464177
510	1714.649252006940	1878.795201058650	1928.502422425580	1928.948388807650	1803.129524065040	1650.775106655660	1531.607561920790	1472.174461213290	1407.940681276800	1266.049524442960	1250.405575250350	1177.253940834180	958.328163999028	929.862676731104	895.435945934621
511	1714.624092819990	1878.687071661980	1928.470279710240	1928.999609221910	1803.169630630070	1650.787400280710	1531.613373679200	1472.195812669760	1407.967778727000	1266.047940234280	1250.415177277380	1177.275332368030	958.312459894657	929.867297598892	895.437468497527
512	1714.598828729200	1878.579269860830	1928.438462222390	1929.050726307930	1803.209718698600	1650.799677679880	1531.619139778050	1472.217160894690	1407.994855218150	1266.046369983880	1250.424845764670	1177.296730139980	958.296658173983	929.871960825541	895.438961079591
513	1714.573456829630	1878.471726398960	1928.406977259370	1929.101692302180	1803.249797825370	1650.811940715640	1531.624865766850	1472.238499909630	1408.021920381970	1266.044811695010	1250.434552958200	1177.318132750740	958.280754564027	929.876670683053	895.440422672207
514	1714.547984587570	1878.364483216270	1928.375812665870	1929.152555676870	1803.289856582870	1650.824186961560	1531.630545291020	1472.259835303630	1408.048964833430	1266.043267251390	1250.444326155350	1177.339541833250	958.264756356992	929.881420965823	895.441853498204
515	1714.522409310750	1878.257509531520	1928.344972846860	1929.203269336290	1803.329904288400	1650.836417860060	1531.636187851660	1472.281161220680	1408.075995673170	1266.041736383730	1250.454138308230	1177.360955778990	958.248654359740	929.886216256183	895.443256198191
516	1714.496728076310	1878.150835988230	1928.314466127010	1929.253879332030	1803.369933254510	1650.848631733910	1531.641778697360	1472.302482608700	1408.103008260080	1266.040218958850	1250.464012720870	1177.382372437790	958.232452888585	929.891051741951	895.444626355003
517	1714.470937626190	1878.044437525030	1928.284295287510	1929.304342735900	1803.409953034490	1650.860828747860	1531.647336002500	1472.323795529450	1408.130009053930	1266.038715587350	1250.473932899540	1177.403793980330	958.216153455577	929.895932917881	895.445967316014
518	1714.445043906390	1877.938324897110	1928.254444161090	1929.354693799670	1803.449953706620	1650.873009004870	1531.652842731710	1472.345102866970	1408.156991303560	1266.037226231770	1250.483912702610	1177.425219393560	958.199755743829	929.900856347293	895.447279697846
519	1714.419045496590	1877.832502267860	1928.224928748480	1929.404913000020	1803.489940100110	1650.885175774640	1531.658314842590	1472.366401394380	1408.183960095580	1266.035752540450	1250.493937655410	1177.446651780260	958.183260508855	929.905821399529	895.448565079789
520	1714.392940864030	1877.726966472150	1928.195732564210	1929.455022341730	1803.529909077970	1650.897322645600	1531.663738830370	1472.387694128520	1408.210910686880	1266.034292514800	1250.504018175670	1177.468087244320	958.166666243325	929.910828408319	895.449821530473
521	1714.366730929100	1877.621716308980	1928.166876190060	1929.504997202930	1803.569865753340	1650.909451236520	1531.669123949800	1472.408977645190	1408.237847366100	1266.032848782280	1250.514150782430	1177.489530205390	958.149974869639	929.915874001508	895.451049304022
522	1714.340414216200	1877.516753917790	1928.138338439920	1929.554854764710	1803.609803951240	1650.921561356190	1531.674463754430	1472.430254163000	1408.264768364360	1266.031418333910	1250.524334960620	1177.510974222570	958.133189623465	929.920962893685	895.452251707248
523	1714.313992418700	1877.412086631270	1928.110133076240	1929.604590314840	1803.649727666120	1650.933653726610	1531.679764129100	1472.451522753800	1408.291674036890	1266.030005832280	1250.534571106510	1177.532427618070	958.116307975667	929.926090680856	895.453428093891
524	1714.287463283540	1877.307690152680	1928.082247790280	1929.654204654120	1803.689635549530	1650.945727593010	1531.685018001070	1472.472783249710	1408.318564104280	1266.028606576960	1250.544859365750	1177.553881517460	958.099330134820	929.931259590827	895.454578443770
525	1714.260823303470	1877.203598326450	1928.054691775470	1929.703697984270	1803.729527547140	1650.957782327420	1531.690233106520	1472.494035498000	1408.345438186690	1266.027225679170	1250.555199467960	1177.575345410910	958.082256645070	929.936470818895	895.455704014772
526	1714.234075493720	1877.099773476420	1928.027457790770	1929.753066446920	1803.769403485420	1650.969818057760	1531.695404227010	1472.515278526960	1408.372296737860	1266.025858590250	1250.565588046390	1177.596809231960	958.065087949855	929.941724699023	895.456804242923
527	1714.207220039950	1876.996272445390	1928.000544067380	1929.802326104580	1803.809261226500	1650.981834119330	1531.700532835690	1472.536514526190	1408.399137566590	1266.024510286430	1250.576034694670	1177.618278365570	958.047826632804	929.947017046612	895.457880275517
528	1714.180257422860	1876.893027664010	1927.973956106760	1929.851454941300	1803.849104739550	1650.993830992360	1531.705618247900	1472.557740269590	1408.425964056520	1266.023176342650	1250.586526600290	1177.639752258140	958.030467791153	929.952352156727	895.458932083211
529	1714.153184262660	1876.790107805140	1927.947699450920	1929.900475029520	1803.888930748640	1651.005807553740	1531.710661198180	1472.578958687010	1408.452774519580	1266.021860825120	1250.597076268560	1177.661234111460	958.013015534399	929.957725823686	895.459960424083
530	1714.125999646920	1876.687447070390	1927.921768024040	1929.949364727760	1803.928744386520	1651.017764003830	1531.715664052950	1472.600165717240	1408.479571687970	1266.020561511270	1250.607668243580	1177.682718914920	957.995468684517	929.963148638973	895.460965800827
531	1714.098708440490	1876.585109957480	1927.896160907990	1929.998142803660	1803.968535114490	1651.029700465620	1531.720619898010	1472.621366699930	1408.506350385550	1266.019279857500	1250.618324915040	1177.704210831730	957.977827944400	929.968603031342	895.461948775303
532	1714.071309050890	1876.483038725790	1927.870883083390	1930.046794047450	1804.008313639150	1651.041621440560	1531.725538320760	1472.642555165430	1408.533119986600	1266.018015410450	1250.629019772540	1177.725705684070	957.960095151354	929.974101820683	895.462909747980
533	1714.043798898010	1876.381285843080	1927.845926270420	1930.095350215550	1804.048070734210	1651.053516862850	1531.730410136290	1472.663736981110	1408.559868091380	1266.016769700970	1250.639778959680	1177.747206859550	957.942268231617	929.979637768586	895.463848344773
534	1714.016181490190	1876.279799941510	1927.821301258260	1930.143768089780	1804.087817180150	1651.065392467880	1531.735246223890	1472.684906253410	1408.586607123260	1266.015542190020	1250.650576422380	1177.768713084340	957.924351286524	929.985213878057	895.464764682992
535	1713.988451533270	1876.178624113030	1927.796989427020	1930.192089991550	1804.127540219080	1651.077246028330	1531.740032963690	1472.706068929260	1408.613324757030	1266.014333157410	1250.661434570660	1177.790224174000	957.906341921884	929.990828529215	895.465662390923
536	1713.960615585170	1876.077726089930	1927.773003655130	1930.240276390250	1804.167252621120	1651.089080081290	1531.744784691070	1472.727218381330	1408.640032234180	1266.013142824150	1250.672337517230	1177.811740329950	957.888242671588	929.996482207670	895.466540240956
537	1713.932666438930	1875.977137715190	1927.749336651660	1930.288366702890	1804.206941187920	1651.100891002870	1531.749486786280	1472.748360093110	1408.666721188280	1266.011971519900	1250.683297102050	1177.833260624040	957.870054377758	930.002175303203	895.467398118264
538	1713.904606238970	1875.876826687450	1927.725998137710	1930.336329803630	1804.246616058620	1651.112681136840	1531.754154286640	1472.769489904470	1408.693397686240	1266.010819417380	1250.694301840350	1177.854788548360	957.851775225490	930.007906896646	895.468236801442
539	1713.876434668220	1875.776809860250	1927.702975911250	1930.384187222500	1804.286270982170	1651.124448956340	1531.758773454830	1472.790610792680	1408.720056168110	1266.009686077660	1250.705363539640	1177.876319004340	957.833409148610	930.013677615507	895.469056969292
540	1713.848153124200	1875.677093551340	1927.680268747400	1930.431921170740	1804.325911870270	1651.136194989320	1531.763356864520	1472.811719520760	1408.746699870780	1266.008573671260	1250.716470099650	1177.897857127930	957.814952153041	930.019490174046	895.469857242153
541	1713.819760507060	1875.577671997240	1927.657889835550	1930.479552870110	1804.365531876040	1651.147918605340	1531.767891067520	1472.832818226660	1408.773327344670	1266.007479940260	1250.727630244760	1177.919398698550	957.796407421551	930.025341577561	895.470641593344
542	1713.791254004510	1875.478555862400	1927.635836141270	1930.527061285820	1804.405134808470	1651.159619598680	1531.772388109670	1472.853906020540	1408.799941161860	1266.006407617730	1250.738841061520	1177.940949820320	957.777774799497	930.031230922910	895.471408107319
543	1713.762636127850	1875.379718711040	1927.614100400380	1930.574460367990	1804.444719898680	1651.171298174500	1531.776837537570	1472.874982796790	1408.826539952060	1266.005353913420	1250.750102334410	1177.962499383330	957.759052528676	930.037161741976	895.472158578366
544	1713.733908677660	1875.281194396440	1927.592689223640	1930.621747452300	1804.484289027310	1651.182956724530	1531.781250482640	1472.896048355400	1408.853124641620	1266.004323422020	1250.761414129910	1177.984058599430	957.740243438189	930.043127768947	895.472892599904
545	1713.705070890670	1875.182951646110	1927.571594149790	1930.668924242340	1804.523840119600	1651.194592555200	1531.785619654760	1472.917102437490	1408.879694350290	1266.003311365540	1250.772773834480	1178.005618403130	957.721348016437	930.049134425992	895.473611045466
546	1713.676119938250	1875.085016768760	1927.550824549330	1930.715989932870	1804.563369806470	1651.206203252230	1531.789946929550	1472.938144998870	1408.906247594610	1266.002323168090	1250.784189960840	1178.027188264340	957.702365593521	930.055175700161	895.474313450679
